"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Куба;15.09.2020;4803;4119;108;77;79;0
Швейцария;07.10.2020;57709;47300;1919;1077;0;1
Уганда;19.08.2020;1656;1188;16;53;23;1
Беларусь;19.08.2020;69801;67647;622;128;308;5
Сирия;07.10.2020;4504;1198;212;47;15;3
Мальдивы;17.06.2021;71356;64214;201;218;1034;1
Грузия;28.09.2020;5552;2054;32;298;148;4
Ливан;15.02.2021;340868;245093;4037;1739;5800;44
Великобритания;06.05.2021;4444262;14961;127843;2618;64;13
Зимбабве;31.10.2020;8367;7894;243;5;10;1
Коста-Рика;26.02.2021;204341;177099;2800;427;1216;4
Сент-Люсия;12.04.2021;4355;4179;64;7;5;0
Эритрея;19.10.2020;452;388;0;0;0;0
Багамские острова;27.12.2020;7834;6177;170;46;11;1
Румыния;08.10.2020;145700;113112;5247;3130;1548;44
Марокко;05.06.2021;521195;508850;9173;426;280;4
Ирак;11.07.2020;75194;43079;3055;2734;1699;95
Колумбия;23.04.2021;2740544;2555619;70446;19925;17599;420
Япония;05.11.2020;104960;94376;1808;1048;812;9
Израиль;06.08.2020;79963;57443;634;1677;1870;9
Польша;01.02.2021;1515889;1276636;37222;2504;6169;42
Косово и Метохия;18.03.2021;78340;65596;1723;0;0;0
Финляндия;23.02.2021;54532;40000;734;400;0;1
Панама;31.12.2020;246790;195138;4022;4046;2537;47
Кабо-Верде;28.07.2020;2354;1616;22;26;66;0
Оман;09.11.2020;118503;108968;1310;363;287;9
Исландия;24.04.2021;6390;6227;29;0;0;0
Marshall Islands;08.11.2020;1;0;0;0;0;0
Папский Престол;16.06.2021;27;27;0;0;0;0
Турция;17.08.2020;250542;231971;5996;1233;1002;22
Сан-Томе и Принсипи;06.07.2020;721;269;13;1;1;0
Норвегия;22.06.2021;129766;17998;790;221;0;0
Вьетнам;11.09.2020;1060;902;35;1;9;0
Швеция;30.01.2021;566957;0;11591;0;0;0
США;15.03.2021;29561204;"";535238;55254;"";700
Малайзия;19.11.2020;51680;38131;326;1290;878;4
Кот-д’Ивуар;27.11.2020;21232;20873;131;33;21;0
Уругвай;21.06.2021;356382;326871;5316;1517;3377;45
Чад;19.01.2021;2977;2170;114;58;22;1
Азербайджан;23.07.2020;28980;20974;391;347;531;6
Соломоновы острова;31.05.2021;20;20;0;0;0;0
Мальта;06.12.2020;10520;8396;151;97;107;2
Чили;05.07.2020;295532;261039;6308;3685;3588;116
Эстония;23.01.2021;40184;29747;368;483;580;10
Индонезия;29.05.2021;1809926;1659974;50262;6565;5417;162
Шри-Ланка;17.03.2021;88862;85725;537;470;756;5
Кувейт;12.05.2021;288184;273289;1669;985;1166;9
Намибия;06.09.2020;8685;3786;89;171;143;2
Палау;28.06.2021;0;0;0;0;0;0
Венгрия;16.09.2020;14460;4153;654;581;23;8
Перу;16.11.2020;937011;865348;88125;2112;6960;68
ЮАР;07.07.2020;215855;102299;3502;10134;4451;192
Дания;15.07.2020;13293;12383;610;31;22;0
Тринидад и Тобаго;16.08.2020;552;140;11;55;1;1
Буркина-Фасо;28.12.2020;6344;4775;78;0;0;0
Габон;28.02.2021;14564;13143;83;0;0;0
ДР Конго;21.11.2020;12180;11300;327;51;58;3
Кирибати;25.12.2020;0;0;0;0;0;0
Италия;11.08.2020;251237;202461;35215;412;213;6
Южный Судан;25.09.2020;2676;1290;49;7;0;0
Гана;03.01.2021;55168;53928;335;104;100;0
Южная Корея;08.10.2020;24476;22569;428;54;106;1
Республика Конго;11.08.2020;3745;1625;60;81;36;2
Хорватия;28.03.2021;267222;251237;5893;1321;998;21
Гамбия;21.11.2020;3726;3582;123;20;4;1
Таджикистан;04.08.2020;7538;6356;61;43;39;0
Китай;26.08.2020;90271;84713;4720;32;88;1
Северная Македония;04.07.2020;6932;2987;334;145;111;6
Бразилия;20.10.2020;5273954;4526393;154837;23227;0;661
Папуа — Новая Гвинея;11.10.2020;554;532;7;5;0;0
Судно "MS Zaandam";15.01.2021;9;7;2;0;0;0
Доминиканская Республика;13.08.2020;83134;47946;1393;910;851;22
Западный берег реки Иордан;11.03.2021;203669;181452;2211;1291;1642;18
Болгария;14.05.2021;413838;361993;17243;518;1991;49
Судно "Diamond Princess";11.04.2021;712;699;13;0;0;0
Армения;07.11.2020;104249;63258;1533;2476;1476;27
Австрия;29.10.2020;93949;63366;1056;4453;1682;29
Кения;02.12.2020;85130;56464;1484;961;854;10
Россия;27.03.2021;4460348;4083438;95792;8783;10199;382
Белиз;18.08.2020;475;38;4;0;0;0
Нидерланды;16.09.2020;90425;2238;6303;1752;92;3
Лесото;11.03.2021;10528;3922;309;3;0;0
Пакистан;23.05.2021;903599;820374;20308;3047;2693;57
Индия;14.07.2020;936181;592032;24309;29429;20572;582
Того;09.09.2020;1528;1144;36;15;17;2
Лаос;17.01.2021;41;41;0;0;0;0
Нигер;22.08.2020;1172;1083;69;0;0;0
Лихтенштейн;16.03.2021;2693;2523;56;2;2;0
Summer Olympics 2020;21.04.2021;0;0;0;0;0;0
Новая Зеландия;05.09.2020;1772;1632;24;5;1;0
Фиджи;05.11.2020;34;31;2;0;0;0
Танзания;28.01.2021;509;183;21;0;0;0
Беларусь;04.06.2021;398052;389929;2892;1183;1297;10
Куба;30.04.2021;106707;100603;644;1046;973;12
Швейцария;15.03.2021;573815;317600;10152;3170;0;9
Литва;25.04.2021;241297;217911;3848;775;132;7
Португалия;23.10.2020;112440;65880;2276;2899;1349;31
Узбекистан;10.06.2021;102605;98592;702;243;147;1
Австралия;02.08.2020;18318;7631;221;423;418;13
Малави;09.12.2020;6051;5487;186;0;5;0
Micronesia;26.02.2021;1;1;0;0;0;0
Сьерра-Леоне;04.02.2021;3728;2397;79;29;20;0
Сент-Китс и Невис;12.12.2020;27;23;0;0;0;0
Эфиопия;25.10.2020;93343;47543;1426;485;701;7
Албания;25.10.2020;19157;10654;477;299;106;4
Чехия;03.01.2021;740481;612214;11960;5012;4086;133
ОАЭ;25.10.2020;125123;118931;477;1359;2037;2
Бельгия;11.12.2020;600397;0;17692;0;0;0
Ямайка;31.01.2021;15653;12043;350;126;39;2
Иордания;27.12.2020;287946;261514;3758;1590;2863;29
Сирия;15.03.2021;16556;11058;1104;78;88;5
Андорра;04.03.2021;10976;10564;112;28;4;0
Босния и Герцеговина;19.06.2021;204814;179858;9630;0;0;0
Сент-Винсент и Гренадины;11.04.2021;1792;1665;10;2;14;0
Сомали;01.12.2020;4451;3417;113;0;0;0
Канада;25.02.2021;863301;811551;21868;3101;3102;58
Либерия;08.10.2020;1354;1245;82;0;0;0
Вануату;24.09.2020;0;0;0;0;0;0
Боливия;19.06.2021;420961;337136;16088;3766;4474;164
Мадагаскар;14.10.2020;16754;16124;237;0;0;0
Словакия;17.01.2021;223325;168915;3474;573;2360;57
Замбия;21.10.2020;16000;15168;346;18;130;0
Алжир;05.11.2020;60169;41244;2011;642;243;12
Сингапур;26.04.2021;61051;60682;30;45;20;0
Камбоджа;05.01.2021;383;362;0;1;0;0
Черногория;07.10.2020;12794;8907;190;210;350;2
Иран;21.04.2021;2311813;1823958;67913;24886;13427;388
Великобритания;03.12.2020;1678421;3626;60210;14951;21;414
Гвинея-Бисау;08.12.2020;2444;2337;44;0;0;0
Афганистан;30.07.2020;36628;25471;1275;71;82;0
Бангладеш;19.06.2021;848027;780146;13466;3057;1725;67
Германия;13.10.2020;337314;280533;9682;4464;2142;42
Бутан;14.01.2021;834;533;1;1;29;0
Украина;21.07.2020;61454;33186;1537;687;789;20
Доминика;13.12.2020;88;83;0;1;7;0
Кипр;05.02.2021;31890;2057;209;116;0;5
Гвинея;20.11.2020;12743;11789;75;30;100;0
Эсватини;20.08.2020;4110;2643;81;52;32;2
Франция;28.01.2021;3189378;226772;74943;23808;87;344
ЦАР;17.03.2021;5064;4920;63;39;0;0
Египет;02.10.2020;103466;97143;5956;149;288;10
Филиппины;28.03.2021;721892;603154;13170;9450;21993;11
Таиланд;24.01.2021;13500;10567;73;198;119;1
Маврикий;21.02.2021;603;556;10;0;0;0
Бахрейн;03.07.2020;28410;23318;95;573;735;1
Ангола;23.08.2020;2171;818;96;37;4;2
Тонга;03.07.2020;0;0;0;0;0;0
Сенегал;28.03.2021;38520;36753;1037;64;431;3
Греция;26.12.2020;135114;93764;4553;262;0;46
Восточный Тимор;18.03.2021;229;110;0;13;1;0
Антигуа и Барбуда;22.06.2021;1263;1221;42;0;0;0
Намибия;15.04.2021;46185;44322;596;134;160;4
Мавритания;08.09.2020;7165;6681;160;0;0;0
Палау;10.07.2020;0;0;0;0;0;0
Панама;08.04.2021;357704;347060;6152;427;449;4
Венесуэла;07.01.2021;115322;109364;1052;414;398;5
Венгрия;29.04.2021;776983;503697;27358;2584;6613;186
Индонезия;17.08.2020;141370;94458;6207;1821;1355;57
Шри-Ланка;05.10.2020;3513;3259;13;111;1;0
Южная Корея;14.03.2021;96017;87754;1675;382;346;6
Республика Конго;27.05.2021;11658;8208;153;0;0;0
Южный Судан;03.03.2021;8305;4217;97;161;0;2
Словения;12.06.2021;256352;249098;4401;128;355;3
Швеция;09.03.2021;695975;0;13042;11014;0;39
Мальта;17.05.2021;30484;29920;417;4;15;0
ЮАР;23.06.2021;1861065;1671391;59258;17493;5851;166
Тринидад и Тобаго;30.05.2021;23638;13552;479;637;271;9
Папуа — Новая Гвинея;19.03.2021;2658;846;36;179;0;5
Казахстан;01.02.2021;237029;205991;3126;1185;1323;0
Мексика;02.12.2020;1133613;836567;107565;11251;6750;800
Мали;29.10.2020;3537;2686;136;7;19;0
Бразилия;26.03.2021;12404414;10886792;307112;84245;78293;3650
Китай;10.04.2021;103083;97749;4853;17;16;0
Северная Македония;18.06.2021;155612;149722;5474;19;14;2
Таджикистан;18.05.2021;13714;13218;91;0;0;0
Хорватия;18.10.2020;25580;20053;363;819;491;8
Латвия;18.07.2020;1189;1022;31;4;0;0
Япония;19.06.2021;783696;746275;14405;1518;3583;28
Белиз;05.06.2021;12861;12439;325;0;0;0
Испания;10.01.2021;2050360;150376;51874;0;0;0
Барбадос;07.01.2021;743;327;7;0;0;0
Коморские острова;10.01.2021;1150;860;18;0;0;0
Западный берег реки Иордан;03.10.2020;41078;33442;329;312;498;8
Болгария;31.07.2020;11690;6319;383;270;146;9
Судно "Diamond Princess";02.09.2020;712;651;13;0;0;0
Польша;07.03.2021;1794914;1482568;45285;13569;10960;126
Доминиканская Республика;25.05.2021;285211;237553;3610;644;782;0
Марокко;18.08.2020;44803;31002;714;1245;1061;33
Парагвай;19.11.2020;74495;53060;1636;856;452;12
Румыния;14.03.2021;859709;783642;21483;4383;2488;44
Эритрея;27.03.2021;3208;2970;9;0;0;0
Сент-Люсия;01.09.2020;26;26;0;0;1;0
Гондурас;30.11.2020;108253;48073;2918;365;393;9
Руанда;19.07.2020;1582;834;5;43;15;0
Косово и Метохия;12.10.2020;16247;14368;648;68;33;1
Судан;19.11.2020;15530;9670;1179;231;61;4
Камерун;10.02.2021;31394;29501;474;0;0;0
Джибути;18.12.2020;5780;5641;61;10;6;0
Гренада;14.11.2020;32;27;0;0;0;0
Израиль;24.05.2021;839367;832391;6406;48;27;2
Киргизия;20.07.2020;27143;13109;1037;0;0;0
Ирак;27.06.2021;1325700;1231225;17091;4468;4266;30
Колумбия;14.09.2020;721892;606925;23123;5573;7540;199
Россия;01.03.2021;4209850;3780195;85025;11450;11170;325
Монголия;11.11.2020;406;317;0;24;0;0
Эквадор;22.12.2020;206364;181618;13949;35;0;0
Кабо-Верде;09.05.2021;26441;23037;232;330;319;0
Кувейт;27.11.2020;141876;135303;874;329;553;2
Сейшельские острова;15.01.2021;626;460;1;16;100;0
Нигерия;12.11.2020;64728;60790;1162;212;53;0
Соломоновы острова;15.08.2020;0;0;0;0;0;0
Чили;25.06.2021;1537471;1472337;32012;5599;4200;215
Бруней;24.08.2020;143;139;3;0;0;0
Азербайджан;06.05.2021;324685;301006;4635;844;2057;18
Уругвай;01.07.2020;943;825;28;7;1;1
Норвегия;08.07.2020;8950;8138;251;3;0;0
Вьетнам;26.04.2021;2852;2516;35;9;0;0
США;07.10.2020;7555636;2999895;211794;51146;47505;919
Сан-Томе и Принсипи;24.06.2021;2364;2317;37;1;2;0
Исландия;13.09.2020;2165;2092;10;3;7;0
Кипр;27.02.2021;34692;2057;232;272;0;0
Афганистан;23.01.2021;54559;46943;2373;76;31;3
Эсватини;25.07.2020;2142;940;28;69;11;0
Бутан;08.01.2021;771;459;1;4;0;1
Германия;07.10.2020;311137;269722;9582;4010;1975;16
Доминика;07.12.2020;85;72;0;0;0;0
Украина;16.08.2020;93490;49346;2100;1695;400;24
Гвинея;02.10.2020;10735;10066;66;83;70;0
Египет;20.11.2020;112318;101685;6521;363;121;13
Сенегал;02.03.2021;34832;29402;888;100;241;8
Тонга;09.07.2020;0;0;0;0;0;0
Бахрейн;09.07.2020;31528;26520;103;597;447;5
Антигуа и Барбуда;16.06.2021;1263;1214;42;0;0;0
Восточный Тимор;12.03.2021;170;94;0;11;0;0
ЦАР;23.03.2021;5087;4938;64;0;0;0
Франция;02.01.2021;2700484;201095;65047;3466;273;156
Гайана;02.06.2021;17257;15027;396;143;148;5
Маврикий;11.02.2021;595;546;10;0;0;0
Ангола;14.12.2020;16277;8924;372;89;26;1
Таиланд;29.12.2020;6690;4212;61;250;28;0
Филиппины;02.03.2021;580442;534463;12369;2061;112;47
Люксембург;25.03.2021;60205;56044;736;298;202;8
Греция;04.09.2020;11200;6486;279;202;0;1
Монако;24.06.2021;2562;2496;33;5;5;0
Вануату;20.10.2020;0;0;0;0;0;0
Либерия;14.10.2020;1372;1254;82;2;3;0
Сомали;13.09.2020;3389;2803;98;13;12;0
Словакия;11.01.2021;209069;150239;3007;860;2964;89
Андорра;26.03.2021;11732;11149;114;45;38;0
Уганда;11.04.2021;41140;40685;337;27;0;0
Замбия;09.11.2020;16971;16011;349;17;61;0
Сент-Винсент и Гренадины;21.04.2021;1827;1703;10;8;17;0
Мадагаскар;31.10.2020;17111;16409;244;143;108;0
Камбоджа;15.01.2021;436;382;0;10;1;0
Гвинея-Бисау;18.12.2020;2447;2378;44;0;0;0
Иран;11.04.2021;2070141;1710974;64490;21063;8912;258
Великобритания;11.09.2020;364090;1850;41703;3544;3;6
Алжир;11.11.2020;64257;42980;2093;811;354;16
Сингапур;16.04.2021;60769;60446;30;34;29;0
Черногория;23.11.2020;31618;20031;444;556;540;5
Грузия;22.06.2021;360055;346217;5199;914;635;24
Португалия;07.11.2020;173540;97747;2848;6640;3993;56
Micronesia;04.02.2021;1;1;0;0;0;0
Австралия;12.08.2020;22358;9785;361;231;384;9
Албания;20.11.2020;31459;15055;672;836;490;15
Сент-Китс и Невис;06.12.2020;25;20;0;0;0;0
Сьерра-Леоне;26.02.2021;3884;2612;79;0;0;0
Эфиопия;20.11.2020;104879;65325;1620;452;342;13
Беларусь;09.05.2021;368888;359687;2632;1214;1426;10
Танзания;02.01.2021;509;183;21;0;0;0
Фиджи;11.11.2020;35;32;2;1;1;0
Малави;21.09.2020;5733;4053;179;2;13;0
Литва;15.04.2021;230462;208890;3730;1202;767;12
Швейцария;25.03.2021;590164;317600;10241;2046;0;12
Куба;04.04.2021;79544;74246;436;1162;1157;5
Ямайка;06.07.2020;737;591;10;5;7;0
Мальдивы;07.07.2020;2501;2158;12;10;45;0
Сирия;25.03.2021;18046;12022;1206;150;115;11
Иордания;01.12.2020;223617;162959;2802;4187;7933;51
Чехия;25.01.2021;940004;819662;15453;2387;4759;84
ОАЭ;20.11.2020;156523;147309;547;1269;840;3
Бельгия;17.12.2020;618204;0;18371;3146;0;93
Катар;06.06.2021;218627;215294;569;172;344;3
Новая Зеландия;11.09.2020;1795;1663;24;2;8;0
Сербия;04.04.2021;617669;0;5458;3304;0;36
Лихтенштейн;22.03.2021;2711;2536;56;2;10;0
Нигер;17.09.2020;1183;1104;69;1;0;0
Лаос;11.01.2021;41;40;0;0;0;0
Пакистан;13.05.2021;873220;780438;19384;2517;4123;48
Того;30.08.2020;1396;996;27;6;6;0
Сейшельские острова;05.01.2021;322;214;1;26;0;1
Кабо-Верде;04.06.2021;30907;29321;267;133;196;1
Эквадор;26.11.2020;188138;164009;13316;908;0;28
Монголия;05.11.2020;356;314;0;3;0;0
Кувейт;09.09.2020;92082;82222;552;838;568;4
Сан-Томе и Принсипи;14.06.2021;2358;2307;37;0;0;0
Бруней;13.12.2020;152;147;3;0;0;0
Папский Престол;08.07.2020;12;12;0;0;0;0
Исландия;03.09.2020;2128;2023;10;7;7;0
Азербайджан;01.06.2021;334132;325040;4921;176;475;8
Чили;15.06.2021;1487239;1413414;30865;4576;6859;61
Нигерия;02.11.2020;63036;59328;1147;72;538;1
Соломоновы острова;24.07.2020;0;0;0;0;0;0
США;13.10.2020;7866776;3124593;216051;51593;17865;777
Вьетнам;16.04.2021;2772;2445;35;14;0;0
Италия;03.04.2021;3650247;2974688;110704;21247;21311;376
Уругвай;11.07.2020;986;896;30;1;10;1
Сент-Люсия;07.09.2020;26;26;0;0;0;0
Гондурас;26.12.2020;119097;55704;3065;438;117;4
Парагвай;28.10.2020;61290;41288;1359;733;540;12
Марокко;27.07.2020;20887;16553;316;609;115;3
Эритрея;05.03.2021;2922;2418;7;9;30;0
Румыния;24.03.2021;913143;819799;22579;6136;5617;137
Израиль;14.05.2021;839079;831898;6380;20;62;1
Гренада;08.11.2020;32;27;0;2;0;0
Джибути;08.12.2020;5714;5597;61;6;1;0
Руанда;11.02.2021;17068;13678;231;127;289;2
Колумбия;04.09.2020;650063;498221;20888;8489;9070;270
Ирак;21.06.2021;1292700;1204879;16910;5235;4776;25
Нидерланды;17.05.2021;1627997;26534;17725;2846;17;8
Россия;01.07.2020;653479;422235;9521;6550;10262;215
Судан;28.10.2020;13765;6764;837;18;0;0
Камерун;20.02.2021;33749;31362;523;0;0;0
Косово и Метохия;02.10.2020;15705;13731;627;42;54;0
Таджикистан;28.05.2021;13714;13218;91;0;0;0
Северная Македония;28.06.2021;155676;149967;5484;3;6;0
Китай;02.05.2021;103667;98287;4858;18;28;0
Хорватия;26.09.2020;16007;14405;269;212;102;3
Папуа — Новая Гвинея;13.03.2021;1819;846;21;0;0;0
Бразилия;04.03.2021;10793732;9605870;260970;75102;57555;1699
Мали;24.11.2020;4417;3054;148;91;10;2
Мексика;24.12.2020;1362564;1015256;121172;12485;10008;861
Казахстан;23.02.2021;258609;234889;3311;809;1189;0
Судно "Diamond Princess";08.09.2020;712;651;13;0;0;0
Западный берег реки Иордан;09.10.2020;43664;36922;367;408;338;8
Болгария;06.08.2020;13014;7374;435;297;220;11
Доминиканская Республика;19.05.2021;279565;234785;3597;1016;415;0
Латвия;12.02.2021;75509;62844;1431;808;0;15
Испания;20.01.2021;2412318;150376;54637;41576;0;464
Барбадос;13.01.2021;1007;465;7;39;57;0
Белиз;10.05.2021;12700;12303;323;14;15;0
Коморские острова;20.01.2021;1933;1210;54;69;66;3
Шри-Ланка;15.10.2020;5244;3380;13;74;23;0
Индонезия;22.07.2020;91751;50255;4459;1882;1789;139
Мавритания;28.11.2020;8458;7665;172;34;0;0
Венесуэла;13.01.2021;117811;111616;1084;512;441;6
